Journal,分区,Top,Open Access
European Journal of Comparative Economics,4,否,是
European Journal of Comparative Law and Governance,4,否,否
European Journal of Computational Mechanics,4,否,否
European Journal of Contemporary Education,4,否,否
EUROPEAN JOURNAL OF CONTRACEPTION AND REPRODUCTIVE HEALTH CARE,4,否,否
EUROPEAN JOURNAL OF CONTROL,4,否,否
European Journal of Crime Criminal Law and Criminal Justice,4,否,否
European Journal of Criminology,3,否,否
European Journal of Cultural Management and Policy,4,否,是
European Journal of Cultural Studies,2,否,否
European Journal of Dental Education,4,否,否
EUROPEAN JOURNAL OF DERMATOLOGY,4,否,否
European Journal of Development Research,3,否,否
European Journal of Developmental Psychology,3,否,否
EUROPEAN JOURNAL OF DRUG METABOLISM AND PHARMACOKINETICS,4,否,否
European Journal of Economics and Economic Policies-Intervention,4,否,否
European Journal of Education and Psychology,4,否,是
European Journal of Education,2,否,否
European Journal of Emergency Medicine,3,否,否
EUROPEAN JOURNAL OF ENDOCRINOLOGY,2,是,否
European Journal of Engineering Education,4,否,否
European Journal of English Studies,3,否,否
EUROPEAN JOURNAL OF ENTOMOLOGY,4,否,否
European Journal of Environmental and Civil Engineering,4,否,否
European Journal of Environmental Sciences,4,否,是
EUROPEAN JOURNAL OF EPIDEMIOLOGY,2,否,否
European Journal of Finance,4,否,否
EUROPEAN JOURNAL OF FOREST RESEARCH,2,否,否
European Journal of Futures Research,2,否,是
EUROPEAN JOURNAL OF GASTROENTEROLOGY & HEPATOLOGY,4,否,否
European Journal of General Practice,3,否,是
European Journal of Geriatrics and Gerontology,4,否,否
EUROPEAN JOURNAL OF GYNAECOLOGICAL ONCOLOGY,4,否,否
EUROPEAN JOURNAL OF HAEMATOLOGY,4,否,否
European Journal of Health Economics,3,否,否
EUROPEAN JOURNAL OF HEALTH LAW,4,否,否
European Journal of Health Psychology,4,否,否
EUROPEAN JOURNAL OF HEART FAILURE,1,是,否
European Journal of Higher Education,2,否,否
EUROPEAN JOURNAL OF HISTOCHEMISTRY,4,否,是
EUROPEAN JOURNAL OF HORTICULTURAL SCIENCE,4,否,否
European Journal of Hospital Pharmacy,4,否,否
EUROPEAN JOURNAL OF HUMAN GENETICS,2,否,否
European Journal of Human Movement,4,否,是
European Journal of Hybrid Imaging,4,否,是
EUROPEAN JOURNAL OF IMMUNOLOGY,3,否,否
European Journal of Industrial Engineering,4,否,否
EUROPEAN JOURNAL OF INDUSTRIAL RELATIONS,3,否,否
European Journal of Inflammation,4,否,是
EUROPEAN JOURNAL OF INFORMATION SYSTEMS,2,否,否
European Journal of Innovation Management,3,否,否
EUROPEAN JOURNAL OF INORGANIC CHEMISTRY,4,否,否
European Journal of Integrative Medicine,4,否,否
European Journal of Internal Medicine,2,否,否
European Journal of International Law,2,否,否
European Journal of International Management,4,否,否
EUROPEAN JOURNAL OF INTERNATIONAL RELATIONS,1,是,否
European Journal of International Security,1,是,否
European Journal of Investigation in Health Psychology and Education,3,否,是
European Journal of Jewish Studies,3,否,否
European Journal of Korean Studies,4,否,否
European Journal of Law and Economics,4,否,否
European Journal of Legal Studies,4,否,是
EUROPEAN JOURNAL OF LIPID SCIENCE AND TECHNOLOGY,4,否,否
European Journal of Management and Business Economics,3,否,是
EUROPEAN JOURNAL OF MARKETING,3,否,否
EUROPEAN JOURNAL OF MASS SPECTROMETRY,4,否,否
European Journal of Mathematics,4,否,否
EUROPEAN JOURNAL OF MECHANICS A-SOLIDS,2,否,否
EUROPEAN JOURNAL OF MECHANICS B-FLUIDS,3,否,否
European Journal of Media Art and Photography,3,否,否
European Journal of Medical Genetics,4,否,否
EUROPEAN JOURNAL OF MEDICAL RESEARCH,3,否,是
European Journal of Medicinal Chemistry Reports,3,否,是
EUROPEAN JOURNAL OF MEDICINAL CHEMISTRY,2,否,否
European Journal of Mental Health,4,否,是
European Journal of Microbiology and Immunology,3,否,否
European Journal of Midwifery,4,否,是
EUROPEAN JOURNAL OF MIGRATION AND LAW,2,否,否
EUROPEAN JOURNAL OF MINERALOGY,3,否,是
EUROPEAN JOURNAL OF NEUROLOGY,2,否,是
EUROPEAN JOURNAL OF NEUROSCIENCE,4,否,否
EUROPEAN JOURNAL OF NUCLEAR MEDICINE AND MOLECULAR IMAGING,1,是,否
EUROPEAN JOURNAL OF NUTRITION,2,否,否
European Journal of Obstetrics & Gynecology and Reproductive Biology-X,4,否,是
European Journal of Obstetrics & Gynecology and Reproductive Biology,3,否,否
European Journal of Oncology Nursing,3,否,否
EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,2,否,否
EUROPEAN JOURNAL OF OPHTHALMOLOGY,4,否,否
EUROPEAN JOURNAL OF ORAL SCIENCES,4,否,否
EUROPEAN JOURNAL OF ORGANIC CHEMISTRY,4,否,否
EUROPEAN JOURNAL OF ORTHODONTICS,2,否,否
European Journal of Orthopaedic Surgery and Traumatology,4,否,否
European Journal of Paediatric Dentistry,2,否,否
EUROPEAN JOURNAL OF PAEDIATRIC NEUROLOGY,3,否,否
EUROPEAN JOURNAL OF PAIN,2,否,否
European Journal of Pediatric Surgery Reports,4,否,是
EUROPEAN JOURNAL OF PEDIATRIC SURGERY,4,否,否
EUROPEAN JOURNAL OF PEDIATRICS,3,否,否
EUROPEAN JOURNAL OF PERSONALITY,1,是,否
EUROPEAN JOURNAL OF PHARMACEUTICAL SCIENCES,3,否,否
EUROPEAN JOURNAL OF PHARMACEUTICS AND BIOPHARMACEUTICS,3,否,否
European Journal of Pharmacology,3,否,否
EUROPEAN JOURNAL OF PHILOSOPHY,2,否,否
EUROPEAN JOURNAL OF PHYCOLOGY,3,否,否
European Journal of Physical and Rehabilitation Medicine,3,否,是
EUROPEAN JOURNAL OF PHYSICS,4,否,否
European Journal of Physiotherapy,4,否,否
EUROPEAN JOURNAL OF PLANT PATHOLOGY,4,否,否
EUROPEAN JOURNAL OF PLASTIC SURGERY,4,否,否
European Journal of Political Economy,2,否,否
EUROPEAN JOURNAL OF POLITICAL RESEARCH,1,是,否
European Journal of Political Theory,2,否,否
European Journal of Politics and Gender,2,否,否
European Journal of Population-Revue Europeenne de Demographie,2,否,是
European Journal of Pragmatism and American Philosophy,4,否,是
European Journal of Preventive Cardiology,1,是,否
European Journal of Probation,4,否,否
European Journal of Prosthodontics and Restorative Dentistry,4,否,否
EUROPEAN JOURNAL OF PROTISTOLOGY,3,否,否
EUROPEAN JOURNAL OF PSYCHIATRY,4,否,否
EUROPEAN JOURNAL OF PSYCHOLOGICAL ASSESSMENT,3,否,否
European Journal of Psychology Applied to Legal Context,1,是,是
EUROPEAN JOURNAL OF PSYCHOLOGY OF EDUCATION,3,否,否
European Journal of Psychology Open,4,否,是
European Journal of Psychotherapy & Counselling,4,否,否
European Journal of Psychotraumatology,2,否,是
EUROPEAN JOURNAL OF PUBLIC HEALTH,3,否,否
European Journal of Pure and Applied Mathematics,4,否,是
European Journal of Radiology Open,4,否,是
EUROPEAN JOURNAL OF RADIOLOGY,2,否,否
European Journal of Remote Sensing,3,否,是
European Journal of Rheumatology,4,否,是
European Journal of Risk Regulation,4,否,否
European Journal of Scandinavian Studies,4,否,否
European Journal of Science and Theology,4,否,否
EUROPEAN JOURNAL OF SOCIAL PSYCHOLOGY,2,否,否
European Journal of Social Security,4,否,否
European Journal of Social Theory,2,否,否
European Journal of Social Work,3,否,否
EUROPEAN JOURNAL OF SOIL BIOLOGY,2,否,否
EUROPEAN JOURNAL OF SOIL SCIENCE,2,否,否
European Journal of Special Needs Education,3,否,否
European Journal of Sport Science,3,否,否
European Journal of Sustainable Development,4,否,否
European Journal of Taxonomy,3,否,是
European Journal of Teacher Education,2,否,否
European Journal of the History of Economic Thought,4,否,否
European Journal of Therapeutics,4,否,否
European Journal of Tourism Hospitality and Recreation,4,否,否
European Journal of Tourism Research,4,否,是
European Journal of Training and Development,4,否,否
European Journal of Transformation Studies,4,否,否
European Journal of Translational Myology,4,否,是
European Journal of Transport and Infrastructure Research,4,否,是
European Journal of Trauma & Dissociation,4,否,否
European Journal of Trauma and Emergency Surgery,3,否,否
EUROPEAN JOURNAL OF VASCULAR AND ENDOVASCULAR SURGERY,1,是,否
EUROPEAN JOURNAL OF WILDLIFE RESEARCH,3,否,否
EUROPEAN JOURNAL OF WOMENS STUDIES,3,否,否
European Journal of Wood and Wood Products,3,否,否
European Journal of Work and Organizational Psychology,2,否,否
European Journal on Criminal Policy and Research,3,否,否
European Judaism-A Journal for the New Europe,4,否,否
European Labour Law Journal,4,否,否
European Law Journal,3,否,否
European Law Review,4,否,否
European Legacy-Toward New Paradigms,4,否,否
European Management Journal,2,否,否
European Management Review,3,否,否
European Management Studies,4,否,否
EUROPEAN NEUROLOGY,4,否,否
EUROPEAN NEUROPSYCHOPHARMACOLOGY,2,否,否
European Oral Research,4,否,是
European Physical Education Review,1,是,否
EUROPEAN PHYSICAL JOURNAL A,3,否,否
EUROPEAN PHYSICAL JOURNAL B,4,否,否
EUROPEAN PHYSICAL JOURNAL C,2,否,是
EUROPEAN PHYSICAL JOURNAL D,4,否,否
EUROPEAN PHYSICAL JOURNAL E,4,否,否
European Physical Journal H,4,否,否
European Physical Journal Plus,3,否,否
EUROPEAN PHYSICAL JOURNAL-APPLIED PHYSICS,4,否,否
European Physical Journal-Special Topics,3,否,否
EUROPEAN PLANNING STUDIES,3,否,否
European Policy Analysis,2,否,否
European Political Science Review,1,是,是
European Political Science,4,否,否
EUROPEAN POLYMER JOURNAL,2,否,否
European Poultry Science,4,否,否
EUROPEAN PSYCHIATRY,2,否,是
EUROPEAN PSYCHOLOGIST,3,否,否
European Public Law,4,否,否
European Radiology Experimental,2,否,是
EUROPEAN RADIOLOGY,2,是,否
European Research on Management and Business Economics,2,否,是
EUROPEAN RESPIRATORY JOURNAL,1,是,否
European Respiratory Review,1,是,是
European Review of Aging and Physical Activity,3,否,是
EUROPEAN REVIEW OF AGRICULTURAL ECONOMICS,2,否,否
EUROPEAN REVIEW OF APPLIED PSYCHOLOGY-REVUE EUROPEENNE DE PSYCHOLOGIE APPLIQUEE,4,否,否
European Review of Economic History,2,否,否
European Review of History-Revue Europeenne d Histoire,2,否,否
European Review of International Studies,4,否,否
European Review of Private Law,4,否,否
European Review of Social Psychology,1,是,否
European Review,4,否,否
European Romantic Review,3,否,否
European Security,1,是,否
EUROPEAN SOCIETIES,2,否,否
EUROPEAN SOCIOLOGICAL REVIEW,1,是,否
European Spatial Research and Policy,4,否,是
EUROPEAN SPINE JOURNAL,3,否,否
European Sport Management Quarterly,2,否,否
European Stroke Journal,3,否,否
European Surgery-Acta Chirurgica Austriaca,4,否,否
EUROPEAN SURGICAL RESEARCH,4,否,否
European Thyroid Journal,3,否,是
European Transport Research Review,2,否,是
European Transport-Trasporti Europei,4,否,否
EUROPEAN UNION POLITICS,1,是,否
EUROPEAN URBAN AND REGIONAL STUDIES,2,否,否
European Urology Focus,2,是,否
European Urology Oncology,1,是,否
European Urology Open Science,2,否,否
EUROPEAN UROLOGY,1,是,否
European Zoological Journal,3,否,是
Europes Journal of Psychology,3,否,是
Europolity-Continuity and Change in European Governance,4,否,是
Eurosurveillance,2,是,是
Euskera,4,否,否
EVALUATION & THE HEALTH PROFESSIONS,4,否,否
EVALUATION AND PROGRAM PLANNING,4,否,否
EVALUATION REVIEW,4,否,否
Evaluation,3,否,否
EVENT MANAGEMENT,4,否,否
Everymans Science,4,否,否
Evidence & Policy,3,否,否
Evidence Based Library and Information Practice,4,否,是
Evidence-based HRM-A Global Forum for Empirical Scholarship,4,否,否
EvoDevo,2,否,是
EVOLUTION & DEVELOPMENT,3,否,否
EVOLUTION AND HUMAN BEHAVIOR,1,是,否
Evolution Equations and Control Theory,4,否,否
Evolution Letters,1,是,是
Evolution Medicine and Public Health,3,否,是
EVOLUTION PSYCHIATRIQUE,4,否,否
EVOLUTION,2,是,否
Evolutionary and Institutional Economics Review,4,否,否
EVOLUTIONARY ANTHROPOLOGY,1,是,否
Evolutionary Applications,2,是,是
Evolutionary Behavioral Sciences,4,否,否
Evolutionary Bioinformatics,4,否,是
Evolutionary Biology,3,否,否
EVOLUTIONARY COMPUTATION,3,否,否
EVOLUTIONARY ECOLOGY,3,否,否
Evolutionary Human Sciences,2,否,是
Evolutionary Intelligence,4,否,否
Evolutionary Psychological Science,4,否,否
Evolutionary Psychology,4,否,是
Evolving Systems,4,否,否
Ewha Medical Journal,4,否,否
EXCEPTIONAL CHILDREN,3,否,否
Exceptionality,4,否,否
Exchange-Journal of Contemporary Christianities in Context,3,否,否
EXCLI Journal,3,否,是
Exemplaria Classica,4,否,否
Exemplaria-Medieval Early Modern Theory,2,否,否
Exercer-La Revue Francophone de Medecine Generale,4,否,否
EXERCISE AND SPORT SCIENCES REVIEWS,2,否,否
EXERCISE IMMUNOLOGY REVIEW,4,否,否
Experiment-A Journal of Russian Culture,4,否,否
EXPERIMENTAL AGING RESEARCH,4,否,否
EXPERIMENTAL AGRICULTURE,4,否,否
EXPERIMENTAL AND APPLIED ACAROLOGY,2,否,否
EXPERIMENTAL AND CLINICAL ENDOCRINOLOGY & DIABETES,4,否,否
EXPERIMENTAL AND CLINICAL PSYCHOPHARMACOLOGY,3,否,否
Experimental and Clinical Transplantation,4,否,否
Experimental and Computational Multiphase Flow,1,是,否
EXPERIMENTAL AND MOLECULAR MEDICINE,1,是,是
EXPERIMENTAL AND MOLECULAR PATHOLOGY,4,否,否
Experimental and Therapeutic Medicine,4,否,否
EXPERIMENTAL ANIMALS,3,否,否
EXPERIMENTAL ASTRONOMY,4,否,否
EXPERIMENTAL BIOLOGY AND MEDICINE,4,否,否
EXPERIMENTAL BRAIN RESEARCH,4,否,否
EXPERIMENTAL CELL RESEARCH,3,否,否
EXPERIMENTAL DERMATOLOGY,3,否,否
EXPERIMENTAL ECONOMICS,3,否,否
EXPERIMENTAL EYE RESEARCH,3,否,否
EXPERIMENTAL GERONTOLOGY,3,否,否
EXPERIMENTAL HEAT TRANSFER,3,否,否
Experimental Hematology & Oncology,2,否,是
EXPERIMENTAL HEMATOLOGY,4,否,否
EXPERIMENTAL LUNG RESEARCH,4,否,否
EXPERIMENTAL MATHEMATICS,3,否,否
EXPERIMENTAL MECHANICS,3,否,否
Experimental Neurobiology,4,否,否
EXPERIMENTAL NEUROLOGY,2,否,否
EXPERIMENTAL PARASITOLOGY,4,否,否
EXPERIMENTAL PHYSIOLOGY,3,否,否
EXPERIMENTAL PSYCHOLOGY,4,否,否
EXPERIMENTAL TECHNIQUES,4,否,否
EXPERIMENTAL THERMAL AND FLUID SCIENCE,3,否,否
EXPERIMENTS IN FLUIDS,3,否,否
EXPERT OPINION ON BIOLOGICAL THERAPY,3,否,否
Expert Opinion on Drug Delivery,2,否,否
Expert Opinion on Drug Discovery,2,否,否
Expert Opinion on Drug Metabolism & Toxicology,3,否,否
Expert Opinion On Drug Safety,3,否,否
EXPERT OPINION ON EMERGING DRUGS,4,否,否
EXPERT OPINION ON INVESTIGATIONAL DRUGS,3,否,否
EXPERT OPINION ON PHARMACOTHERAPY,4,否,否
EXPERT OPINION ON THERAPEUTIC PATENTS,2,否,否
EXPERT OPINION ON THERAPEUTIC TARGETS,2,否,否
Expert Review of Anti-Infective Therapy,3,否,否
Expert Review of Anticancer Therapy,4,否,否
Expert Review of Cardiovascular Therapy,4,否,否
Expert Review of Clinical Immunology,3,否,否
Expert Review of Clinical Pharmacology,3,否,否
Expert Review of Endocrinology & Metabolism,3,否,否
Expert Review of Gastroenterology & Hepatology,3,否,否
Expert Review of Hematology,4,否,否
Expert Review of Medical Devices,3,否,否
EXPERT REVIEW OF MOLECULAR DIAGNOSTICS,3,否,否
Expert Review of Neurotherapeutics,3,否,否
Expert Review of Ophthalmology,4,否,否
Expert Review of Pharmacoeconomics & Outcomes Research,4,否,否
Expert Review of Precision Medicine and Drug Development,4,否,否
Expert Review of Proteomics,3,否,否
Expert Review of Respiratory Medicine,3,否,否
Expert Review of Vaccines,2,否,是
EXPERT REVIEWS IN MOLECULAR MEDICINE,3,否,否
EXPERT SYSTEMS WITH APPLICATIONS,1,是,否
EXPERT SYSTEMS,4,否,否
EXPLICATOR,3,否,否
Exploration Geophysics,4,否,否
EXPLORATIONS IN ECONOMIC HISTORY,1,是,否
Explorations in Renaissance Culture,4,否,否
Exploratory Animal and Medical Research,4,否,是
Exploratory Research in Clinical and Social Pharmacy,4,否,否
Explore-The Journal of Science and Healing,4,否,否
EXPOSITIONES MATHEMATICAE,3,否,否
EXPOSITORY TIMES,4,否,否
Exposure and Health,4,否,否
Express Polymer Letters,3,否,是
Expressions maghrebines,4,否,否
Extractive Industries and Society,2,否,否
EXTRAPOLATION,3,否,否
Extreme Mechanics Letters,3,否,否
Extremes,3,否,否
EXTREMOPHILES,3,否,否
Eye & Contact Lens-Science and Clinical Practice,4,否,否
Eye and Brain,4,否,是
Eye and Vision,2,否,是
EYE,3,否,否
Ezhegodnik Finno-Ugorskikh Issledovanii-Yearbook of Finno-Ugric Studies,4,否,否
F Scott Fitzgerald Review,4,否,否
Fabrications-The Journal of the Society of Architectural Historians Australia and New Zealand,4,否,否
FABULA,4,否,否
Facets,3,否,是
Fachsprache-Journal of Professional and Scientific Communication,4,否,否
Facial Plastic Surgery & Aesthetic Medicine,3,否,否
Facial Plastic Surgery Clinics of North America,2,否,否
FACIAL PLASTIC SURGERY,4,否,否
FACIES,3,否,否
Facilities,4,否,否
Facta Universitatis-Series Electronics and Energetics,4,否,是
Facta Universitatis-Series Mathematics and Informatics,4,否,否
Facta Universitatis-Series Mechanical Engineering,1,是,是
Facts Views and Vision in ObGyn,4,否,否
Faith and Philosophy,3,否,否
Familial Cancer,4,否,否
Families In Society-The Journal of Contemporary Social Services,4,否,否
Families Relationships and Societies,4,否,否
Families Systems & Health,4,否,否
FAMILY & COMMUNITY HEALTH,4,否,否
FAMILY & COMMUNITY HISTORY,4,否,否
Family & Consumer Sciences Research Journal,4,否,否
Family Business Review,2,否,否
Family Court Review,4,否,否
Family Journal,4,否,否
Family Medicine and Community Health,3,否,是
Family Medicine and Primary Care Review,4,否,是
FAMILY MEDICINE,4,否,否
FAMILY PRACTICE,4,否,否
FAMILY PROCESS,3,否,否
FAMILY RELATIONS,3,否,否
FARADAY DISCUSSIONS,2,否,否
Farmaceuticos Comunitarios,4,否,是
FARMACIA HOSPITALARIA,4,否,是
FARMACIA,4,否,否
Farmeconomia-Health Economics and Therapeutic Pathways,4,否,是
Fascism,2,否,是
FASEB BioAdvances,4,否,是
FASEB JOURNAL,2,否,否
Fashion and Textiles,4,否,是
Fashion Practice-The Journal of Design Creative Process & the Fashion Industry,4,否,否
Fashion Style & Popular Culture,4,否,否
Fashion Theory-The Journal of Dress Body & Culture,3,否,否
Fat Studies-An Interdisciplinary Journal of Body Weight and Society,4,否,否
FATIGUE & FRACTURE OF ENGINEERING MATERIALS & STRUCTURES,3,否,否
Fatigue-Biomedicine Health and Behavior,4,否,否
FDMP-Fluid Dynamics & Materials Processing,4,否,否
FEBS Journal,2,否,否
FEBS LETTERS,4,否,否
FEBS Open Bio,4,否,是
FEDERAL RESERVE BANK OF ST LOUIS REVIEW,4,否,否
FEMINISM & PSYCHOLOGY,2,否,否
Feminismo-s,4,否,是
Feminist Africa,4,否,否
Feminist Criminology,4,否,否
FEMINIST ECONOMICS,2,否,否
Feminist German Studies,4,否,否
Feminist Legal Studies,3,否,否
Feminist Media Histories,2,否,否
Feminist Media Studies,2,否,否
FEMINIST REVIEW,4,否,否
FEMINIST STUDIES,4,否,否
Feminist Theology,4,否,否
Feminist Theory,2,否,否
Feministische Studien,4,否,否
FEMS MICROBIOLOGY ECOLOGY,3,否,否
FEMS MICROBIOLOGY LETTERS,4,否,否
FEMS MICROBIOLOGY REVIEWS,1,是,否
FEMS YEAST RESEARCH,4,否,否
Fennia-International Journal of Geography,4,否,是
